Genome assembly,Cell type class,Cell type,Number of experiments,Experimental IDs included
hg19,Blood,Monocytes,172,"SRX093180,SRX093181,SRX093182,SRX093183,SRX093184,SRX110656,SRX110657,SRX110658,SRX110659,SRX110660,SRX110661,SRX147562,SRX147563,SRX147564,SRX147741,SRX147742,SRX1968628,SRX1968629,SRX1968630,SRX1968631,SRX2004190,SRX2004191,SRX2004192,SRX2004193,SRX2004194,SRX2004195,SRX2004196,SRX2004197,SRX2004198,SRX2004199,SRX2004200,SRX2004201,SRX2004202,SRX2004203,SRX2004204,SRX2004205,SRX2004206,SRX2004207,SRX2004208,SRX2004209,SRX2004210,SRX2004211,SRX2004212,SRX2004213,SRX2004214,SRX2004215,SRX2004216,SRX2004217,SRX2004218,SRX2004219,SRX2004220,SRX2004221,SRX2004222,SRX2004223,SRX2004224,SRX2004225,SRX2004226,SRX2004227,SRX2004228,SRX2004229,SRX2004230,SRX2004231,SRX2004232,SRX2004233,SRX2004234,SRX2004235,SRX2004236,SRX2004237,SRX2004238,SRX2004239,SRX2004240,SRX2004241,SRX2004242,SRX2004243,SRX2004244,SRX2004245,SRX2004246,SRX2004247,SRX2004248,SRX2004249,SRX2004250,SRX2004251,SRX2004252,SRX2004253,SRX2004254,SRX2004255,SRX2004256,SRX2004257,SRX2004258,SRX2004259,SRX2004260,SRX2004261,SRX2004262,SRX2004263,SRX2004264,SRX2004265,SRX2004266,SRX2004267,SRX2004268,SRX2004269,SRX2004270,SRX2004271,SRX2004272,SRX2004273,SRX2004274,SRX2004275,SRX2004276,SRX2004277,SRX2004278,SRX2004279,SRX2004280,SRX2004281,SRX2004282,SRX2004283,SRX2004284,SRX2004285,SRX2004286,SRX2004287,SRX2004288,SRX2004289,SRX2004290,SRX2004291,SRX2004292,SRX2004293,SRX2004294,SRX2004295,SRX2004296,SRX2004297,SRX2004298,SRX2004299,SRX2004300,SRX2004301,SRX2004302,SRX2004303,SRX2004304,SRX2004305,SRX2004306,SRX2004307,SRX2004308,SRX2004309,SRX2004310,SRX2004311,SRX2004312,SRX2004313,SRX2004314,SRX2004315,SRX2004316,SRX2004317,SRX2004318,SRX2004319,SRX2004320,SRX2004321,SRX212318,SRX3097892,SRX3097893,SRX3097894,SRX3097895,SRX379236,SRX379237,SRX379238,SRX581532,SRX581544,SRX581545,SRX581546,SRX581586,SRX581587,SRX581591,SRX581592,SRX651507,SRX651508,SRX651509,SRX651510"
hg19,Blood,Monocytes-CD14+,121,"SRX040416,SRX055167,SRX055205,SRX069106,SRX1023934,SRX1023935,SRX1023936,SRX1023937,SRX1023938,SRX1023939,SRX102995,SRX1802099,SRX1802100,SRX1802101,SRX1802102,SRX1802103,SRX1802104,SRX1802105,SRX1802106,SRX1802107,SRX1802108,SRX1802109,SRX1802110,SRX1802111,SRX1802112,SRX1802113,SRX1802114,SRX1802115,SRX1802116,SRX1802117,SRX1802118,SRX1802119,SRX1802120,SRX1802121,SRX1802122,SRX181489,SRX181490,SRX181491,SRX181492,SRX181493,SRX181494,SRX181495,SRX181496,SRX181497,SRX181498,SRX186671,SRX186704,SRX186711,SRX186712,SRX186731,SRX186732,SRX186733,SRX186734,SRX186735,SRX186744,SRX186755,SRX186758,SRX186760,SRX189412,SRX190007,SRX190008,SRX190084,SRX199887,SRX201301,SRX212647,SRX212648,SRX212649,SRX212650,SRX212651,SRX212652,SRX212653,SRX212654,SRX212655,SRX212656,SRX212657,SRX212658,SRX212659,SRX212660,SRX212661,SRX212662,SRX212663,SRX212664,SRX212665,SRX212666,SRX212667,SRX252602,SRX252719,SRX252722,SRX252725,SRX252730,SRX252734,SRX252738,SRX268691,SRX268692,SRX268693,SRX268694,SRX268695,SRX461539,SRX461540,SRX461541,SRX461542,SRX461543,SRX461544,SRX461545,SRX461546,SRX461547,SRX461548,SRX461549,SRX461550,SRX461551,SRX461552,SRX461553,SRX461554,SRX749790,SRX749791,SRX749792,SRX749793,SRX749794,SRX749795,SRX749796,SRX749797"
hg19,Blood,Multiple Myeloma,36,"SRX129091,SRX129092,SRX129093,SRX129094,SRX129095,SRX129116,SRX129117,SRX129118,SRX327761,SRX327762,SRX327763,SRX327764,SRX541384,SRX541385,SRX541386,SRX541387,SRX541388,SRX541389,SRX541390,SRX541391,SRX553420,SRX553421,SRX553422,SRX553423,SRX553424,SRX553425,SRX553426,SRX553427,SRX553428,SRX553429,SRX553430,SRX553431,SRX553432,SRX553433,SRX553434,SRX553435"
hg19,Blood,Mutu,29,"SRX1322298,SRX1322302,SRX1456192,SRX1456194,SRX1456196,SRX1456198,SRX1456200,SRX1456202,SRX1923318,SRX1923319,SRX1923320,SRX1923321,SRX1923322,SRX1923323,SRX1923324,SRX1923325,SRX1923326,SRX1923327,SRX1923328,SRX1923329,SRX1923330,SRX1923331,SRX2795362,SRX2795363,SRX2795364,SRX2795365,SRX290876,SRX290877,SRX290878"
hg19,Blood,NALM-6,23,"ERX1725516,ERX1725517,SRX1748267,SRX1748268,SRX1748269,SRX1748270,SRX1748271,SRX1748272,SRX1776294,SRX235030,SRX235031,SRX235032,SRX235033,SRX235034,SRX235035,SRX235036,SRX235037,SRX959098,SRX959099,SRX959100,SRX959101,SRX959102,SRX959103"
hg19,Blood,NAMALWA,12,"SRX2370727,SRX2370728,SRX243762,SRX243763,SRX243768,SRX243769,SRX367997,SRX389275,SRX389276,SRX389277,SRX389278,SRX389280"
hg19,Blood,NB-4,70,"SRX014750,SRX014751,SRX014752,SRX014755,SRX014756,SRX014757,SRX014758,SRX014759,SRX014760,SRX014761,SRX014766,SRX014767,SRX014768,SRX014769,SRX014770,SRX014771,SRX014772,SRX014789,SRX069122,SRX069197,SRX080033,SRX080034,SRX080035,SRX080036,SRX080037,SRX080038,SRX080039,SRX080040,SRX080041,SRX080042,SRX080045,SRX080046,SRX080047,SRX080048,SRX080049,SRX080050,SRX080379,SRX107350,SRX117009,SRX1304578,SRX1304579,SRX1304580,SRX150434,SRX150439,SRX150722,SRX150723,SRX1803059,SRX190035,SRX190058,SRX193585,SRX199871,SRX2705411,SRX2705412,SRX2705427,SRX2705428,SRX2705429,SRX2705430,SRX2705446,SRX2705447,SRX2705448,SRX2705449,SRX2705472,SRX2705473,SRX352344,SRX352345,SRX352346,SRX352347,SRX352348,SRX352349,SRX352350"
hg19,Blood,NCHA,4,"SRX573014,SRX573015,SRX573018,SRX573019"
hg19,Blood,NCI-H929,22,"SRX2630173,SRX2630174,SRX2630455,SRX2630456,SRX2635786,SRX2635787,SRX2635802,SRX2635803,SRX2635859,SRX2635860,SRX2636002,SRX2636003,SRX2636036,SRX2636037,SRX2636070,SRX2636071,SRX2636185,SRX2636186,SRX518678,SRX518679,SRX518680,SRX518681"
hg19,Blood,NOMO-1,20,"SRX1091020,SRX1091021,SRX1091022,SRX1091023,SRX1091024,SRX1091025,SRX1091026,SRX1091027,SRX1091028,SRX1091029,SRX1091030,SRX1091031,SRX1091032,SRX1091033,SRX1091034,SRX1642494,SRX1642495,SRX1642496,SRX212643,SRX212644"
hg19,Blood,Naive T cells,4,"SRX1425808,SRX1425814,SRX1425815,SRX1425816"
hg19,Blood,Neutrophil progenitors,12,"SRX2018533,SRX2018534,SRX2018535,SRX2018536,SRX2018537,SRX2018540,SRX2018541,SRX2018542,SRX2018543,SRX2018544,SRX2018545,SRX2018546"
hg19,Blood,Neutrophils,26,"SRX2630149,SRX2630150,SRX2630391,SRX2630392,SRX2630393,SRX2635862,SRX2635863,SRX2635982,SRX2635983,SRX2636023,SRX2636024,SRX2636349,SRX2636350,SRX3010219,SRX3010220,SRX3010280,SRX3010281,SRX956544,SRX956545,SRX956546,SRX956547,SRX956548,SRX956549,SRX956550,SRX956551,SRX956552"
hg19,Blood,OCI-AML3,30,"ERX195059,ERX195060,ERX195061,SRX2705413,SRX2705414,SRX2705421,SRX2705422,SRX2705425,SRX2705426,SRX2705433,SRX2705434,SRX2705435,SRX2705436,SRX2705437,SRX2705438,SRX2705439,SRX2705464,SRX2705465,SRX2705468,SRX2705469,SRX2705487,SRX2705488,SRX2705491,SRX2705492,SRX3263399,SRX3263400,SRX3263401,SRX3263402,SRX3263403,SRX3263404"
hg19,Blood,OCI-LY-10,9,"SRX347421,SRX347430,SRX518673,SRX518674,SRX518675,SRX518676,SRX518677,SRX758615,SRX758616"
hg19,Blood,OCI-LY-19,4,"SRX347422,SRX347431,SRX758617,SRX758618"
hg19,Blood,OCI-LY-3,43,"SRX2156925,SRX2156954,SRX2156955,SRX2156956,SRX2156957,SRX2156964,SRX2156965,SRX2156971,SRX2156972,SRX2156975,SRX2156976,SRX2157031,SRX2157032,SRX2157039,SRX2157040,SRX2636109,SRX2636110,SRX2636238,SRX2636239,SRX2636344,SRX2636345,SRX2636525,SRX2636526,SRX2636591,SRX2636592,SRX2672474,SRX347423,SRX347432,SRX518668,SRX518669,SRX518670,SRX518671,SRX518672,SRX518682,SRX518683,SRX518684,SRX518685,SRX518686,SRX518687,SRX518688,SRX518689,SRX683860,SRX683861"
hg19,Blood,OCI-LY-7,39,"SRX1048477,SRX1048478,SRX1048480,SRX1048481,SRX1048482,SRX1048483,SRX2156867,SRX2156868,SRX2156869,SRX2156870,SRX2156901,SRX2156902,SRX2156921,SRX2156922,SRX2156923,SRX2156924,SRX2156940,SRX2156941,SRX2157076,SRX2157077,SRX244190,SRX244191,SRX244192,SRX2630337,SRX2630338,SRX2635796,SRX2635797,SRX2636334,SRX2636335,SRX2636396,SRX2636397,SRX271854,SRX298273,SRX3010174,SRX3010175,SRX347424,SRX347433,SRX971780,SRX971781"
hg19,Blood,OCI-LY1,112,"SRX084599,SRX084600,SRX084601,SRX084602,SRX084605,SRX084606,SRX084607,SRX1048476,SRX110935,SRX130603,SRX130604,SRX130605,SRX130606,SRX130607,SRX1528529,SRX1787312,SRX1787313,SRX2156880,SRX2156881,SRX2156897,SRX2156898,SRX2156928,SRX2156929,SRX2156936,SRX2156937,SRX2156962,SRX2156963,SRX2156979,SRX2156980,SRX2157033,SRX2157034,SRX2630166,SRX2630167,SRX2630168,SRX2636195,SRX2636196,SRX2636308,SRX2636309,SRX2636467,SRX2636468,SRX2636469,SRX2636531,SRX2636532,SRX2636533,SRX2672469,SRX271857,SRX275399,SRX275400,SRX275401,SRX275402,SRX275403,SRX275404,SRX275405,SRX275406,SRX275407,SRX275408,SRX275409,SRX275410,SRX3009986,SRX3009987,SRX3135176,SRX3135177,SRX3135178,SRX3135179,SRX3135180,SRX3135181,SRX3135182,SRX3135183,SRX398288,SRX398289,SRX398290,SRX398291,SRX398292,SRX398293,SRX398294,SRX398295,SRX689470,SRX689471,SRX689472,SRX689473,SRX823959,SRX823960,SRX823961,SRX823962,SRX823963,SRX823964,SRX823965,SRX823966,SRX823967,SRX823968,SRX823969,SRX823970,SRX823971,SRX823972,SRX823973,SRX823974,SRX823975,SRX823976,SRX823977,SRX823978,SRX823979,SRX823980,SRX823981,SRX823982,SRX971796,SRX971797,SRX971798,SRX971799,SRX971800,SRX971801,SRX971802,SRX971803"
hg19,Blood,OCI-LY4,2,"SRX683862,SRX683863"
hg19,Blood,OCI-LY8,3,"SRX110936,SRX758613,SRX758614"
hg19,Blood,OCI-M1,12,"SRX2705419,SRX2705420,SRX2705431,SRX2705432,SRX2705460,SRX2705461,SRX2705462,SRX2705463,SRX2705483,SRX2705484,SRX2705485,SRX2705486"
hg19,Blood,P12-ICHIKAWA,2,"SRX1528534,SRX2166007"
hg19,Blood,P493-6,53,"SRX129066,SRX129067,SRX129068,SRX129070,SRX129071,SRX129072,SRX129076,SRX129077,SRX129078,SRX129082,SRX129083,SRX129084,SRX129086,SRX129087,SRX129088,SRX129096,SRX129097,SRX129098,SRX129101,SRX129102,SRX129103,SRX148962,SRX148963,SRX148964,SRX1542127,SRX1542128,SRX1542129,SRX204408,SRX204409,SRX204410,SRX204411,SRX204412,SRX204413,SRX204414,SRX204415,SRX204416,SRX204417,SRX204418,SRX204419,SRX353807,SRX353808,SRX353809,SRX353810,SRX542553,SRX542554,SRX542555,SRX542556,SRX542557,SRX542558,SRX672283,SRX672284,SRX672285,SRX672286"
hg19,Blood,PBDE,3,"SRX150541,SRX150544,SRX150672"
hg19,Blood,PBDEFetal,2,"SRX150413,SRX150414"
hg19,Blood,PBMC,59,"SRX037430,SRX037431,SRX037432,SRX037433,SRX037434,SRX095365,SRX095368,SRX095370,SRX095374,SRX095379,SRX099230,SRX099231,SRX099232,SRX099233,SRX151939,SRX151940,SRX151941,SRX151942,SRX151943,SRX151944,SRX151945,SRX151946,SRX151947,SRX151948,SRX151949,SRX151950,SRX151951,SRX151952,SRX151953,SRX151954,SRX2638275,SRX2638276,SRX2638277,SRX2638278,SRX2638279,SRX2638280,SRX2638281,SRX2638282,SRX2638283,SRX2638284,SRX2638285,SRX2638286,SRX2638287,SRX2638288,SRX2963102,SRX2963103,SRX2963104,SRX833329,SRX833330,SRX833331,SRX833332,SRX833333,SRX833334,SRX833335,SRX833336,SRX833337,SRX833338,SRX833339,SRX833340"
hg19,Blood,PEER,1,SRX1528535
hg19,Blood,PF-382,3,"SRX1528536,SRX2166008,SRX2512639"
hg19,Blood,Peripheral blood,30,"SRX1003362,SRX1003363,SRX1003364,SRX1003365,SRX1003366,SRX1003367,SRX1003368,SRX1034067,SRX1034072,SRX1034074,SRX1034075,SRX1034076,SRX1034077,SRX1034078,SRX1034079,SRX1034080,SRX1080066,SRX1080067,SRX767032,SRX767059,SRX767060,SRX767061,SRX848888,SRX848890,SRX848891,SRX848892,SRX848893,SRX848894,SRX848896,SRX848897"
hg19,Blood,Peripheral blood stem cells,7,"SRX1036365,SRX838173,SRX838174,SRX879208,SRX879209,SRX879210,SRX879221"
hg19,Blood,Peyers Patches,19,"SRX2630226,SRX2636452,SRX2636453,SRX3010100,SRX3010101,SRX3010161,SRX3010162,SRX3010255,SRX3010286,SRX3322276,SRX3322279,SRX3322443,SRX3322475,SRX3322651,SRX3322671,SRX3322675,SRX3322753,SRX3322995,SRX3323079"
hg19,Blood,Pfeiffer,5,"SRX1048484,SRX1048485,SRX188591,SRX188592,SRX271860"
hg19,Blood,Plasma Cells,12,"SRX203387,SRX203388,SRX203389,SRX203390,SRX203391,SRX203392,SRX203393,SRX203394,SRX203395,SRX203397,SRX203398,SRX203399"
hg19,Blood,Plasmablasts,6,"SRX1164303,SRX1164304,SRX1164305,SRX1164306,SRX1164307,SRX1164308"
hg19,Blood,Polymorphonuclear leukocytes,4,"SRX1016679,SRX1016680,SRX1016681,SRX1016682"
hg19,Blood,Pre-B ALL ,18,"SRX2381354,SRX2381355,SRX2381356,SRX2381357,SRX2381358,SRX2381359,SRX2381360,SRX2381361,SRX2381366,SRX2381367,SRX625673,SRX625674,SRX625675,SRX625676,SRX625677,SRX625678,SRX625679,SRX625680"
hg19,Blood,Pre-B cell leukemia,2,"SRX2831679,SRX2831681"
hg19,Blood,Pre-leukemia stem cells,2,"SRX1735650,SRX1735651"
hg19,Blood,RAJI,81,"SRX095393,SRX095398,SRX1182159,SRX1283460,SRX1283461,SRX1283462,SRX1283463,SRX1283464,SRX1283465,SRX1283468,SRX1322297,SRX1322301,SRX144059,SRX144060,SRX144061,SRX144062,SRX144063,SRX144064,SRX144065,SRX1497383,SRX1497384,SRX1497385,SRX1497386,SRX1497387,SRX1497388,SRX1497389,SRX1497390,SRX1497391,SRX1497392,SRX1497393,SRX1497394,SRX1497395,SRX1497396,SRX1497397,SRX1497398,SRX1497399,SRX1497400,SRX1497401,SRX1497402,SRX1497403,SRX150539,SRX150540,SRX153077,SRX153078,SRX153079,SRX153080,SRX1641676,SRX1759543,SRX180887,SRX180888,SRX243760,SRX243761,SRX243766,SRX243767,SRX338797,SRX386114,SRX386115,SRX386116,SRX386117,SRX386118,SRX386119,SRX386120,SRX386121,SRX386122,SRX386123,SRX386124,SRX386125,SRX386126,SRX386127,SRX498151,SRX865410,SRX865411,SRX865412,SRX865413,SRX865414,SRX865415,SRX865416,SRX865417,SRX865418,SRX865419,SRX865420"
hg19,Blood,RAMOS,58,"DRX000744,DRX000745,DRX000746,DRX000747,SRX095397,SRX095402,SRX1212540,SRX722329,SRX722330,SRX722347,SRX722348,SRX722349,SRX722350,SRX722351,SRX722352,SRX722353,SRX722354,SRX722355,SRX722356,SRX722357,SRX722358,SRX722359,SRX722360,SRX722361,SRX722362,SRX722363,SRX722364,SRX722365,SRX722366,SRX722367,SRX722368,SRX722369,SRX722370,SRX722371,SRX722372,SRX722373,SRX722374,SRX722375,SRX722376,SRX722377,SRX722378,SRX722379,SRX722380,SRX722381,SRX722382,SRX722383,SRX722384,SRX722385,SRX722386,SRX722387,SRX722388,SRX722389,SRX722390,SRX722391,SRX722392,SRX722393,SRX722394,SRX722395"
hg19,Blood,RC-K8,2,"ERX1035594,ERX1035595"
hg19,Blood,RCH-ACV,6,"SRX1873473,SRX1873474,SRX2043230,SRX2043231,SRX2043232,SRX2043233"
hg19,Blood,REC-1,1,SRX1048487
hg19,Blood,REH,10,"SRX1085065,SRX1085066,SRX150744,SRX150745,SRX150746,SRX1748273,SRX1748274,SRX1748275,SRX1776295,SRX367996"
hg19,Blood,RPMI 8226,2,"SRX2370716,SRX2370717"
hg19,Blood,RPMI 8402,12,"SRX158105,SRX158106,SRX158107,SRX158108,SRX158109,SRX158110,SRX158111,SRX158112,SRX158113,SRX212645,SRX212646,SRX658608"
hg19,Blood,RS4-11,30,"SRX1127525,SRX1127526,SRX1127527,SRX1127528,SRX1127529,SRX1127530,SRX1127531,SRX1127532,SRX1127533,SRX1127534,SRX1127535,SRX1127536,SRX1127537,SRX1127538,SRX1127539,SRX1127540,SRX1127541,SRX1127542,SRX1127543,SRX1127544,SRX1127545,SRX1213823,SRX1213825,SRX151221,SRX151222,SRX151223,SRX151224,SRX151225,SRX151226,SRX151227"
hg19,Blood,SEM,41,"SRX1424875,SRX1424876,SRX1424877,SRX1424878,SRX1424879,SRX1424880,SRX1424881,SRX1424882,SRX1424883,SRX1424884,SRX1424885,SRX1424886,SRX1424887,SRX150747,SRX150748,SRX150749,SRX150750,SRX150751,SRX150752,SRX150753,SRX1528537,SRX1873443,SRX1873444,SRX1873445,SRX1873446,SRX1873447,SRX1873448,SRX1873449,SRX1873450,SRX1873451,SRX1873452,SRX1873453,SRX1873454,SRX1873455,SRX1873456,SRX202967,SRX202968,SRX2043226,SRX2043227,SRX2043228,SRX2043229"
hg19,Blood,SET-2,6,"SRX849393,SRX849394,SRX849395,SRX849396,SRX849397,SRX849398"
hg19,Blood,SKH1,13,"SRX2187093,SRX2187094,SRX2187095,SRX2187096,SRX2187097,SRX2187098,SRX2187099,SRX2187100,SRX2187114,SRX2187115,SRX2187116,SRX2574235,SRX2574236"
hg19,Blood,SKNO-1,25,"SRX026638,SRX026639,SRX026640,SRX063912,SRX063913,SRX1133779,SRX1133780,SRX1133781,SRX1133782,SRX1133783,SRX1133784,SRX1942893,SRX1942894,SRX1942895,SRX1942896,SRX1942897,SRX1942898,SRX1943059,SRX1943060,SRX1943061,SRX1943062,SRX1943063,SRX2464019,SRX2464020,SRX2464021"
hg19,Blood,SU-DHL-10,2,"SRX347425,SRX347434"
hg19,Blood,SU-DHL-2,2,"SRX347426,SRX347435"
hg19,Blood,SU-DHL-4,8,"ERX1035596,ERX1035597,SRX1048488,SRX1048489,SRX1048490,SRX1048491,SRX347427,SRX347436"
hg19,Blood,SU-DHL-5,9,"ERX297424,ERX297427,ERX297428,ERX297431,ERX297438,ERX297445,ERX297452,ERX337095,SRX271856"
hg19,Blood,SU-DHL-6,38,"ERX1035598,ERX1035599,SRX2156878,SRX2156879,SRX2156909,SRX2156910,SRX2156942,SRX2156943,SRX2156946,SRX2156947,SRX2156948,SRX2156949,SRX2156987,SRX2156988,SRX2156989,SRX2156990,SRX2630204,SRX2630205,SRX2630468,SRX2630469,SRX2635831,SRX2635832,SRX2636033,SRX2636034,SRX2636035,SRX2636297,SRX2636298,SRX2636346,SRX2636347,SRX2636348,SRX2636411,SRX2636412,SRX2672470,SRX271858,SRX347428,SRX347437,SRX683856,SRX683857"
hg19,Blood,SUP-B15,2,"SRX1085067,SRX1085068"
hg19,Blood,T-ALL,25,"SRX029597,SRX029599,SRX107291,SRX107292,SRX107299,SRX107300,SRX107301,SRX107302,SRX107303,SRX107304,SRX1085070,SRX1085071,SRX159131,SRX159138,SRX159139,SRX3216826,SRX3216827,SRX3216828,SRX3216829,SRX648528,SRX648529,SRX725586,SRX725587,SRX725588,SRX725589"
hg19,Blood,T-Lymphocytes,12,"SRX041286,SRX041287,SRX041288,SRX041289,SRX041290,SRX041291,SRX041292,SRX041293,SRX1425809,SRX1425817,SRX1425818,SRX1425819"
hg19,Blood,TEX,5,"SRX113177,SRX113178,SRX113179,SRX113180,SRX113181"
hg19,Blood,THP-1,102,"SRX045433,SRX045434,SRX045435,SRX054456,SRX054457,SRX054458,SRX103222,SRX103223,SRX103224,SRX1063404,SRX1063405,SRX1063406,SRX1091035,SRX1091036,SRX1091037,SRX1091038,SRX1091039,SRX1091040,SRX1091041,SRX1213824,SRX1213826,SRX1304581,SRX1304582,SRX1329040,SRX1329041,SRX1678066,SRX1678067,SRX1678068,SRX1678069,SRX1678070,SRX1678074,SRX1873465,SRX1873466,SRX2268282,SRX2268283,SRX2268284,SRX2268285,SRX2268286,SRX2268287,SRX2319754,SRX2319755,SRX2319756,SRX2319757,SRX2319758,SRX2319759,SRX2319760,SRX2319761,SRX2319762,SRX2319763,SRX2319764,SRX2319765,SRX2655447,SRX2655448,SRX2655449,SRX2655450,SRX2655451,SRX2655452,SRX2655453,SRX2655454,SRX2655459,SRX2655460,SRX2655461,SRX2655462,SRX2754626,SRX2754627,SRX3155907,SRX3155908,SRX3155909,SRX3155910,SRX3155911,SRX3155912,SRX3155913,SRX360402,SRX360403,SRX360404,SRX360405,SRX387776,SRX387777,SRX476480,SRX476481,SRX476482,SRX728762,SRX728763,SRX728768,SRX728769,SRX728770,SRX728771,SRX728772,SRX728773,SRX728774,SRX728775,SRX728776,SRX728777,SRX728778,SRX728779,SRX728780,SRX728781,SRX728782,SRX728783,SRX728784,SRX728789,SRX728790"
hg19,Blood,TL-Om1,6,"SRX2026362,SRX2026363,SRX2026384,SRX2026385,SRX2026386,SRX2026387"
hg19,Blood,TMD8,6,"SRX2069759,SRX2069760,SRX2069761,SRX2069762,SRX758619,SRX758620"
hg19,Blood,TSU-1621MT,15,"SRX682375,SRX682376,SRX682377,SRX682378,SRX682379,SRX682380,SRX682381,SRX682382,SRX682383,SRX682384,SRX682385,SRX682386,SRX682387,SRX682388,SRX794057"
hg19,Blood,Th1 Cells,51,"SRX037118,SRX069185,SRX092311,SRX092313,SRX092314,SRX1460847,SRX1460848,SRX1460849,SRX1460850,SRX1460851,SRX1460852,SRX1460853,SRX1460854,SRX1460855,SRX1460856,SRX193612,SRX201259,SRX201262,SRX201263,SRX201270,SRX290649,SRX290650,SRX290655,SRX290656,SRX290664,SRX290665,SRX290666,SRX290668,SRX290669,SRX290670,SRX290722,SRX290723,SRX735283,SRX735284,SRX735287,SRX735289,SRX735290,SRX735294,SRX735299,SRX735301,SRX735302,SRX735305,SRX735307,SRX735312,SRX735314,SRX735316,SRX735318,SRX735324,SRX736615,SRX736616,SRX736618"
hg19,Blood,Th17 Cells,10,"SRX193613,SRX201300,SRX2661478,SRX2661479,SRX2661480,SRX2661481,SRX2661482,SRX2661483,SRX965494,SRX965495"
hg19,Blood,Th2 Cells,22,"SRX069095,SRX092312,SRX092315,SRX193593,SRX193594,SRX201249,SRX201250,SRX201302,SRX735285,SRX735286,SRX735288,SRX735295,SRX735300,SRX735303,SRX735304,SRX735306,SRX735311,SRX735313,SRX735315,SRX735317,SRX735319,SRX735325"
hg19,Blood,Toledo,4,"SRX1048492,SRX1048493,SRX683864,SRX683865"
hg19,Blood,Treg,47,"SRX088858,SRX088859,SRX088860,SRX088861,SRX088888,SRX1091112,SRX1091113,SRX1091114,SRX1091115,SRX1091116,SRX1091117,SRX1091118,SRX1091119,SRX1286393,SRX1286394,SRX1286395,SRX1286396,SRX1286397,SRX1286398,SRX1286399,SRX1286402,SRX1286403,SRX1286406,SRX1286407,SRX193595,SRX201254,SRX212428,SRX212431,SRX212432,SRX212437,SRX212438,SRX212439,SRX212442,SRX212445,SRX212446,SRX212449,SRX212450,SRX212453,SRX212454,SRX212457,SRX212458,SRX212461,SRX212462,SRX288053,SRX288054,SRX288055,SRX288056"
hg19,Blood,Treg Wb83319432,1,SRX201251
hg19,Blood,U-266,8,"ERX297406,ERX297410,ERX297418,ERX297421,ERX297435,ERX297442,ERX297449,ERX297502"
hg19,Blood,U-2932,9,"ERX1035600,ERX1035601,SRX347429,SRX347438,SRX497418,SRX497419,SRX497420,SRX497421,SRX497422"
hg19,Blood,U-937,93,"ERX1087819,ERX1087820,ERX626788,ERX626792,ERX626793,ERX626794,ERX626798,ERX626802,ERX626803,ERX626804,ERX626807,ERX626808,ERX626809,ERX626810,ERX626811,ERX626812,ERX626813,ERX626814,ERX626815,ERX626816,ERX626817,ERX626818,ERX626819,ERX626820,ERX626821,ERX626822,ERX626823,ERX626824,ERX626825,ERX626826,ERX626851,ERX626852,ERX626855,ERX626856,ERX626864,ERX626865,ERX626868,ERX626869,ERX704035,ERX704039,ERX704041,ERX704042,ERX704043,ERX704051,ERX704055,ERX704057,ERX704058,ERX704059,SRX026659,SRX026660,SRX026663,SRX026664,SRX026665,SRX026666,SRX055303,SRX055304,SRX055305,SRX055306,SRX055307,SRX063923,SRX063924,SRX097095,SRX097096,SRX097097,SRX097098,SRX097099,SRX097100,SRX097101,SRX097102,SRX097103,SRX097104,SRX097110,SRX117010,SRX117011,SRX265237,SRX265238,SRX265239,SRX2885443,SRX2885444,SRX385394,SRX385395,SRX385396,SRX385397,SRX685528,SRX685529,SRX685530,SRX685531,SRX685532,SRX685533,SRX849029,SRX849030,SRX952434,SRX952435"
hg19,Blood,UKE-1,9,"SRX155522,SRX155523,SRX155524,SRX155525,SRX155526,SRX155527,SRX155528,SRX155529,SRX155530"
hg19,Blood,UPR9,10,"SRX014779,SRX014780,SRX014781,SRX014782,SRX014783,SRX014784,SRX014785,SRX014786,SRX014787,SRX014788"
hg19,Blood,UT-7,24,"ERX1276009,ERX1276010,ERX1276011,ERX1276012,ERX1276013,ERX1276014,ERX1276025,ERX1276026,ERX1276027,ERX1276028,ERX1276029,ERX1276030,ERX1276031,ERX1276032,ERX1276043,ERX1276044,ERX1276045,ERX1276046,ERX1276047,ERX1276048,ERX1276049,ERX1276050,ERX1276061,ERX1276062"
hg19,Blood,Umbilical cord blood,16,"SRX1047333,SRX1047334,SRX1047335,SRX1047342,SRX1047343,SRX1047344,SRX1047351,SRX1047353,SRX1047354,SRX1047361,SRX1047362,SRX1047363,SRX147737,SRX147738,SRX147739,SRX147740"
hg19,Blood,WSU-DLCL2,3,"SRX188595,SRX188596,SRX271859"
hg19,Blood,Z-138,9,"ERX297409,ERX297412,ERX297419,ERX297433,ERX297440,ERX297447,ERX297453,ERX297500,ERX926128"
hg19,Blood,bone marrow HS27a,1,SRX201295
hg19,Blood,bone marrow HS5,1,SRX201256
hg19,Blood,delta-47,4,"SRX1091817,SRX1091818,SRX1091819,SRX1091820"
hg19,Bone,Chondroblastoma,6,"SRX1440173,SRX1440174,SRX1440176,SRX1440177,SRX1440180,SRX1440181"
hg19,Bone,Chondrocytes,4,"SRX2941473,SRX2941474,SRX2941475,SRX2941476"
hg19,Bone,EWS502,9,"SRX096356,SRX096357,SRX096358,SRX096359,SRX096364,SRX096365,SRX096366,SRX096367,SRX096368"
